episode,wall_s,steps,p0_transitions,p1_transitions,p2_transitions,p3_transitions,p0_train_calls,p1_train_calls,p2_train_calls,p3_train_calls,eps_p0,eps_p1,eps_p2,eps_p3
1302,0.143827,78,27,19,22,10,27,19,22,10,0.1,0.1,0.1,0.1
1303,0.195581,84,30,12,18,24,30,12,18,24,0.1,0.1,0.1,0.1
1304,0.179048,83,30,11,19,23,30,11,19,23,0.1,0.1,0.1,0.1
1305,0.187947,95,8,32,26,29,8,32,26,29,0.1,0.1,0.1,0.1
1306,0.182292,91,22,29,31,9,22,29,31,9,0.1,0.1,0.1,0.1
1307,0.18232,93,17,21,26,29,17,21,26,29,0.1,0.1,0.1,0.1
1308,0.136343,76,11,27,17,21,11,27,17,21,0.1,0.1,0.1,0.1
1309,0.187876,100,29,30,18,23,29,30,18,23,0.1,0.1,0.1,0.1
1310,0.138825,78,27,16,20,15,27,16,20,15,0.1,0.1,0.1,0.1
1311,0.16338,87,26,20,16,25,26,20,16,25,0.1,0.1,0.1,0.1
1312,0.168721,90,24,25,27,14,24,25,27,14,0.1,0.1,0.1,0.1
1313,0.147988,84,23,30,18,13,23,30,18,13,0.1,0.1,0.1,0.1
1314,0.156489,86,18,22,29,17,18,22,29,17,0.1,0.1,0.1,0.1
1315,0.173299,95,28,18,22,27,28,18,22,27,0.1,0.1,0.1,0.1
1316,0.182125,90,28,28,14,20,28,28,14,20,0.1,0.1,0.1,0.1
1317,0.17281,93,26,18,24,25,26,18,24,25,0.1,0.1,0.1,0.1
1318,0.16767,82,16,25,30,11,16,25,30,11,0.1,0.1,0.1,0.1
1319,0.168276,90,29,13,17,31,29,13,17,31,0.1,0.1,0.1,0.1
1320,0.136797,76,27,17,22,10,27,17,22,10,0.1,0.1,0.1,0.1
1321,0.145653,80,9,18,30,23,9,18,30,23,0.1,0.1,0.1,0.1
1322,0.166535,77,22,28,12,15,22,28,12,15,0.1,0.1,0.1,0.1
1323,0.15218,78,27,13,17,21,27,13,17,21,0.1,0.1,0.1,0.1
1324,0.178324,90,19,23,30,18,19,23,30,18,0.1,0.1,0.1,0.1
1325,0.209758,86,26,31,8,21,26,31,8,21,0.1,0.1,0.1,0.1
1326,0.179347,79,23,29,9,18,23,29,9,18,0.1,0.1,0.1,0.1
1327,0.162682,79,9,30,16,24,9,30,16,24,0.1,0.1,0.1,0.1
1328,0.193386,92,29,23,26,14,29,23,26,14,0.1,0.1,0.1,0.1
1329,0.142985,72,26,11,16,19,26,11,16,19,0.1,0.1,0.1,0.1
1330,0.182215,91,27,11,19,34,27,11,19,34,0.1,0.1,0.1,0.1
1331,0.180106,89,15,21,24,29,15,21,24,29,0.1,0.1,0.1,0.1
1332,0.157421,84,32,26,9,17,32,26,9,17,0.1,0.1,0.1,0.1
1333,0.156156,86,21,18,27,20,21,18,27,20,0.1,0.1,0.1,0.1
1334,0.149614,83,18,22,14,29,18,22,14,29,0.1,0.1,0.1,0.1
1335,0.151778,78,28,11,16,23,28,11,16,23,0.1,0.1,0.1,0.1
1336,0.15749,76,9,16,27,24,9,16,27,24,0.1,0.1,0.1,0.1
1337,0.342362,98,12,32,24,30,12,32,24,30,0.1,0.1,0.1,0.1
1338,0.155555,85,19,23,30,13,19,23,30,13,0.1,0.1,0.1,0.1
1339,0.128995,81,17,22,28,14,17,22,28,14,0.1,0.1,0.1,0.1
1340,0.18909,94,30,22,17,25,30,22,17,25,0.1,0.1,0.1,0.1
1341,0.152887,72,18,20,7,27,18,20,7,27,0.1,0.1,0.1,0.1
1342,0.173583,88,19,24,12,33,19,24,12,33,0.1,0.1,0.1,0.1
1343,0.165365,78,18,22,11,27,18,22,11,27,0.1,0.1,0.1,0.1
1344,0.178761,92,22,23,30,17,22,23,30,17,0.1,0.1,0.1,0.1
1345,0.148542,82,20,24,28,10,20,24,28,10,0.1,0.1,0.1,0.1
1346,0.197109,102,25,26,31,20,25,26,31,20,0.1,0.1,0.1,0.1
1347,0.147041,84,18,28,11,27,18,28,11,27,0.1,0.1,0.1,0.1
1348,0.163231,92,28,19,21,24,28,19,21,24,0.1,0.1,0.1,0.1
1349,0.161572,87,15,18,24,30,15,18,24,30,0.1,0.1,0.1,0.1
1350,0.155812,82,8,25,32,17,8,25,32,17,0.1,0.1,0.1,0.1
1351,0.180308,96,29,16,24,27,29,16,24,27,0.1,0.1,0.1,0.1
1352,0.175024,87,18,23,31,15,18,23,31,15,0.1,0.1,0.1,0.1
1353,0.127719,68,20,26,8,14,20,26,8,14,0.1,0.1,0.1,0.1
1354,0.164804,83,18,14,27,24,18,14,27,24,0.1,0.1,0.1,0.1
1355,0.191855,101,32,18,23,28,32,18,23,28,0.1,0.1,0.1,0.1
1356,0.226306,111,28,29,23,31,28,29,23,31,0.1,0.1,0.1,0.1
1357,0.183272,95,25,30,19,21,25,30,19,21,0.1,0.1,0.1,0.1
1358,0.129748,76,15,22,28,11,15,22,28,11,0.1,0.1,0.1,0.1
1359,0.122635,75,20,30,10,15,20,30,10,15,0.1,0.1,0.1,0.1
1360,0.151776,86,18,27,29,12,18,27,29,12,0.1,0.1,0.1,0.1
1361,0.145073,83,8,26,32,17,8,26,32,17,0.1,0.1,0.1,0.1
1362,0.157637,84,7,25,31,21,7,25,31,21,0.1,0.1,0.1,0.1
1363,0.128081,77,16,22,28,11,16,22,28,11,0.1,0.1,0.1,0.1
1364,0.221342,105,31,27,18,29,31,27,18,29,0.1,0.1,0.1,0.1
1365,0.213494,86,26,11,18,31,26,11,18,31,0.1,0.1,0.1,0.1
1366,0.239818,88,19,23,29,17,19,23,29,17,0.1,0.1,0.1,0.1
1367,0.217255,84,22,8,23,31,22,8,23,31,0.1,0.1,0.1,0.1
1368,0.273944,98,23,27,30,18,23,27,30,18,0.1,0.1,0.1,0.1
1369,0.212594,84,13,18,27,26,13,18,27,26,0.1,0.1,0.1,0.1
1370,0.18859,86,29,13,20,24,29,13,20,24,0.1,0.1,0.1,0.1
1371,0.162741,85,17,25,28,15,17,25,28,15,0.1,0.1,0.1,0.1
1372,0.342996,96,23,27,32,14,23,27,32,14,0.1,0.1,0.1,0.1
1373,0.203431,88,18,26,32,12,18,26,32,12,0.1,0.1,0.1,0.1
1374,0.144685,85,22,17,25,21,22,17,25,21,0.1,0.1,0.1,0.1
1375,0.122413,81,15,17,22,27,15,17,22,27,0.1,0.1,0.1,0.1
1376,0.135456,91,22,15,24,30,22,15,24,30,0.1,0.1,0.1,0.1
1377,0.149737,96,29,23,17,27,29,23,17,27,0.1,0.1,0.1,0.1
1378,0.153466,105,30,22,25,28,30,22,25,28,0.1,0.1,0.1,0.1
1379,0.128872,85,11,19,25,30,11,19,25,30,0.1,0.1,0.1,0.1
1380,0.143225,85,9,25,33,18,9,25,33,18,0.1,0.1,0.1,0.1
1381,0.184024,108,16,33,28,31,16,33,28,31,0.1,0.1,0.1,0.1
1382,0.150113,89,22,10,30,27,22,10,30,27,0.1,0.1,0.1,0.1
1383,0.182755,108,19,26,31,32,19,26,31,32,0.1,0.1,0.1,0.1
1384,0.126874,77,11,17,21,28,11,17,21,28,0.1,0.1,0.1,0.1
1385,0.129813,86,28,18,24,16,28,18,24,16,0.1,0.1,0.1,0.1
1386,0.133877,89,23,31,17,18,23,31,17,18,0.1,0.1,0.1,0.1
1387,0.162537,95,26,22,18,29,26,22,18,29,0.1,0.1,0.1,0.1
1388,0.137373,78,25,15,18,20,25,15,18,20,0.1,0.1,0.1,0.1
1389,0.136838,83,25,28,10,20,25,28,10,20,0.1,0.1,0.1,0.1
1390,0.120518,80,17,23,28,12,17,23,28,12,0.1,0.1,0.1,0.1
1391,0.125579,84,29,17,24,14,29,17,24,14,0.1,0.1,0.1,0.1
1392,0.123402,81,22,27,13,19,22,27,13,19,0.1,0.1,0.1,0.1
1393,0.110266,70,26,7,15,22,26,7,15,22,0.1,0.1,0.1,0.1
1394,0.143005,84,16,29,27,12,16,29,27,12,0.1,0.1,0.1,0.1
1395,0.134526,79,16,27,25,11,16,27,25,11,0.1,0.1,0.1,0.1
1396,0.148624,79,10,29,16,24,10,29,16,24,0.1,0.1,0.1,0.1
1397,0.139749,86,15,17,29,25,15,17,29,25,0.1,0.1,0.1,0.1
1398,0.133232,89,28,19,32,10,28,19,32,10,0.1,0.1,0.1,0.1
1399,0.13966,87,25,30,12,20,25,30,12,20,0.1,0.1,0.1,0.1
1400,0.137717,93,29,21,23,20,29,21,23,20,0.1,0.1,0.1,0.1
1401,0.129124,92,23,30,19,20,23,30,19,20,0.1,0.1,0.1,0.1
1402,0.130718,89,18,27,17,27,18,27,17,27,0.1,0.1,0.1,0.1
1403,0.124327,74,17,22,9,26,17,22,9,26,0.1,0.1,0.1,0.1
1404,0.102858,67,19,25,10,13,19,25,10,13,0.1,0.1,0.1,0.1
1405,0.139135,91,13,25,30,23,13,25,30,23,0.1,0.1,0.1,0.1
1406,0.127672,86,25,30,19,12,25,30,19,12,0.1,0.1,0.1,0.1
1407,0.140037,85,12,27,22,24,12,27,22,24,0.1,0.1,0.1,0.1
1408,0.120692,75,25,12,16,22,25,12,16,22,0.1,0.1,0.1,0.1
1409,0.195338,87,18,25,29,15,18,25,29,15,0.1,0.1,0.1,0.1
1410,0.133529,81,11,16,24,30,11,16,24,30,0.1,0.1,0.1,0.1
1411,0.150504,87,11,30,21,25,11,30,21,25,0.1,0.1,0.1,0.1
1412,0.16189,94,17,29,21,27,17,29,21,27,0.1,0.1,0.1,0.1
1413,0.170415,91,28,18,20,25,28,18,20,25,0.1,0.1,0.1,0.1
1414,0.178064,86,16,18,28,24,16,18,28,24,0.1,0.1,0.1,0.1
1415,0.161887,86,14,20,25,27,14,20,25,27,0.1,0.1,0.1,0.1
1416,0.166027,86,12,20,24,30,12,20,24,30,0.1,0.1,0.1,0.1
1417,0.18474,100,24,28,30,18,24,28,30,18,0.1,0.1,0.1,0.1
1418,0.176864,91,17,23,24,27,17,23,24,27,0.1,0.1,0.1,0.1
1419,0.213597,94,14,20,28,32,14,20,28,32,0.1,0.1,0.1,0.1
1420,0.221506,110,27,30,32,21,27,30,32,21,0.1,0.1,0.1,0.1
1421,0.175572,94,21,28,29,16,21,28,29,16,0.1,0.1,0.1,0.1
1422,0.150836,78,8,16,24,30,8,16,24,30,0.1,0.1,0.1,0.1
1423,0.186864,81,23,29,11,18,23,29,11,18,0.1,0.1,0.1,0.1
1424,0.186296,90,24,16,28,22,24,16,28,22,0.1,0.1,0.1,0.1
1425,0.169998,77,22,29,17,9,22,29,17,9,0.1,0.1,0.1,0.1
1426,0.207246,89,28,15,21,25,28,15,21,25,0.1,0.1,0.1,0.1
1427,0.193235,96,28,33,15,20,28,33,15,20,0.1,0.1,0.1,0.1
1428,0.216302,96,8,33,27,28,8,33,27,28,0.1,0.1,0.1,0.1
1429,0.194157,108,33,20,26,29,33,20,26,29,0.1,0.1,0.1,0.1
1430,0.144821,79,16,23,27,13,16,23,27,13,0.1,0.1,0.1,0.1
1431,0.163053,87,15,19,26,27,15,19,26,27,0.1,0.1,0.1,0.1
1432,0.166757,82,11,17,25,29,11,17,25,29,0.1,0.1,0.1,0.1
1433,0.138801,83,28,23,12,20,28,23,12,20,0.1,0.1,0.1,0.1
1434,0.132711,77,24,17,10,26,24,17,10,26,0.1,0.1,0.1,0.1
1435,0.168821,93,19,23,25,26,19,23,25,26,0.1,0.1,0.1,0.1
1436,0.177218,86,28,17,19,22,28,17,19,22,0.1,0.1,0.1,0.1
1437,0.126913,76,9,28,18,21,9,28,18,21,0.1,0.1,0.1,0.1
1438,0.110684,72,25,18,7,22,25,18,7,22,0.1,0.1,0.1,0.1
1439,0.134385,81,18,28,25,10,18,28,25,10,0.1,0.1,0.1,0.1
1440,0.144683,86,21,14,24,27,21,14,24,27,0.1,0.1,0.1,0.1
1441,0.167318,96,17,24,27,28,17,24,27,28,0.1,0.1,0.1,0.1
1442,0.108342,74,11,13,27,23,11,13,27,23,0.1,0.1,0.1,0.1
1443,0.13195,86,16,19,22,29,16,19,22,29,0.1,0.1,0.1,0.1
1444,0.131873,84,18,25,31,10,18,25,31,10,0.1,0.1,0.1,0.1
1445,0.137283,79,27,20,10,22,27,20,10,22,0.1,0.1,0.1,0.1
1446,0.149703,89,31,21,12,25,31,21,12,25,0.1,0.1,0.1,0.1
1447,0.122167,72,20,27,9,16,20,27,9,16,0.1,0.1,0.1,0.1
1448,0.124991,85,13,16,31,25,13,16,31,25,0.1,0.1,0.1,0.1
1449,0.132156,78,8,24,27,19,8,24,27,19,0.1,0.1,0.1,0.1
1450,0.134967,83,18,25,30,10,18,25,30,10,0.1,0.1,0.1,0.1
1451,0.13152,82,15,29,24,14,15,29,24,14,0.1,0.1,0.1,0.1
1452,0.159237,97,23,18,25,31,23,18,25,31,0.1,0.1,0.1,0.1
1453,0.140231,82,20,11,23,28,20,11,23,28,0.1,0.1,0.1,0.1
1454,0.124334,82,26,13,15,28,26,13,15,28,0.1,0.1,0.1,0.1
1455,0.119371,84,19,22,29,14,19,22,29,14,0.1,0.1,0.1,0.1
1456,0.130956,86,17,25,28,16,17,25,28,16,0.1,0.1,0.1,0.1
1457,0.166032,104,32,17,25,30,32,17,25,30,0.1,0.1,0.1,0.1
1458,0.139393,89,28,12,28,21,28,12,28,21,0.1,0.1,0.1,0.1
1459,0.11659,75,16,21,26,12,16,21,26,12,0.1,0.1,0.1,0.1
1460,0.132478,83,27,14,19,23,27,14,19,23,0.1,0.1,0.1,0.1
1461,0.136882,88,26,30,13,19,26,30,13,19,0.1,0.1,0.1,0.1
1462,0.129279,93,27,31,22,13,27,31,22,13,0.1,0.1,0.1,0.1
1463,0.151146,96,26,29,17,24,26,29,17,24,0.1,0.1,0.1,0.1
1464,0.14462,86,8,29,17,32,8,29,17,32,0.1,0.1,0.1,0.1
1465,0.141955,87,25,13,28,21,25,13,28,21,0.1,0.1,0.1,0.1
1466,0.131573,93,28,31,11,23,28,31,11,23,0.1,0.1,0.1,0.1
1467,0.113051,72,21,7,15,29,21,7,15,29,0.1,0.1,0.1,0.1
1468,0.135658,82,30,27,9,16,30,27,9,16,0.1,0.1,0.1,0.1
1469,0.142897,89,25,27,16,21,25,27,16,21,0.1,0.1,0.1,0.1
1470,0.120397,84,28,14,19,23,28,14,19,23,0.1,0.1,0.1,0.1
1471,0.120387,80,22,26,15,17,22,26,15,17,0.1,0.1,0.1,0.1
1472,0.118474,82,16,29,27,10,16,29,27,10,0.1,0.1,0.1,0.1
1473,0.143065,94,24,17,25,28,24,17,25,28,0.1,0.1,0.1,0.1
1474,0.112025,79,29,18,8,24,29,18,8,24,0.1,0.1,0.1,0.1
1475,0.137951,87,15,31,27,14,15,31,27,14,0.1,0.1,0.1,0.1
1476,0.111382,71,27,11,13,20,27,11,13,20,0.1,0.1,0.1,0.1
1477,0.111081,78,13,15,21,29,13,15,21,29,0.1,0.1,0.1,0.1
1478,0.119264,84,30,12,17,25,30,12,17,25,0.1,0.1,0.1,0.1
1479,0.111163,81,24,30,17,10,24,30,17,10,0.1,0.1,0.1,0.1
1480,0.121281,88,27,14,18,29,27,14,18,29,0.1,0.1,0.1,0.1
1481,0.107528,79,22,18,29,10,22,18,29,10,0.1,0.1,0.1,0.1
1482,0.14779,99,29,19,24,27,29,19,24,27,0.1,0.1,0.1,0.1
1483,0.131263,82,30,10,18,24,30,10,18,24,0.1,0.1,0.1,0.1
1484,0.165941,101,30,26,17,28,30,26,17,28,0.1,0.1,0.1,0.1
1485,0.171116,98,26,31,9,32,26,31,9,32,0.1,0.1,0.1,0.1
1486,0.172307,113,29,30,31,23,29,30,31,23,0.1,0.1,0.1,0.1
1487,0.123588,80,22,29,12,17,22,29,12,17,0.1,0.1,0.1,0.1
1488,0.159552,92,30,9,25,28,30,9,25,28,0.1,0.1,0.1,0.1
1489,0.148335,88,14,30,19,25,14,30,19,25,0.1,0.1,0.1,0.1
1490,0.106065,70,28,15,6,21,28,15,6,21,0.1,0.1,0.1,0.1
1491,0.123938,82,24,30,11,17,24,30,11,17,0.1,0.1,0.1,0.1
1492,0.138791,92,30,23,26,13,30,23,26,13,0.1,0.1,0.1,0.1
1493,0.120524,74,21,27,17,9,21,27,17,9,0.1,0.1,0.1,0.1
1494,0.129136,79,10,15,31,23,10,15,31,23,0.1,0.1,0.1,0.1
1495,0.150003,91,16,21,24,30,16,21,24,30,0.1,0.1,0.1,0.1
1496,0.121575,76,15,21,29,11,15,21,29,11,0.1,0.1,0.1,0.1
1497,0.143055,88,21,22,29,16,21,22,29,16,0.1,0.1,0.1,0.1
1498,0.153826,93,31,24,8,30,31,24,8,30,0.1,0.1,0.1,0.1
1499,0.124278,85,12,16,32,25,12,16,32,25,0.1,0.1,0.1,0.1
1500,0.109855,77,26,12,16,23,26,12,16,23,0.1,0.1,0.1,0.1
1501,0.146883,88,22,29,16,21,22,29,16,21,0.1,0.1,0.1,0.1
1502,0.192274,87,12,25,29,21,12,25,29,21,0.1,0.1,0.1,0.1
1503,0.127478,86,13,27,22,24,13,27,22,24,0.1,0.1,0.1,0.1
1504,0.150603,107,22,30,27,28,22,30,27,28,0.1,0.1,0.1,0.1
1505,0.108439,78,15,8,26,29,15,8,26,29,0.1,0.1,0.1,0.1
1506,0.116732,86,11,30,22,23,11,30,22,23,0.1,0.1,0.1,0.1
1507,0.118785,87,11,24,31,21,11,24,31,21,0.1,0.1,0.1,0.1
1508,0.11661,86,17,25,32,12,17,25,32,12,0.1,0.1,0.1,0.1
1509,0.164434,123,33,30,28,32,33,30,28,32,0.1,0.1,0.1,0.1
1510,0.107478,78,22,14,18,24,22,14,18,24,0.1,0.1,0.1,0.1
1511,0.108148,79,22,28,11,18,22,28,11,18,0.1,0.1,0.1,0.1
1512,0.104991,72,17,7,21,27,17,7,21,27,0.1,0.1,0.1,0.1
1513,0.148404,103,17,32,30,24,17,32,30,24,0.1,0.1,0.1,0.1
1514,0.130145,85,19,27,28,11,19,27,28,11,0.1,0.1,0.1,0.1
1515,0.139867,86,14,19,25,28,14,19,25,28,0.1,0.1,0.1,0.1
1516,0.16891,104,26,29,17,32,26,29,17,32,0.1,0.1,0.1,0.1
1517,0.132296,76,8,16,24,28,8,16,24,28,0.1,0.1,0.1,0.1
1518,0.146198,87,28,18,10,31,28,18,10,31,0.1,0.1,0.1,0.1
1519,0.148941,102,23,22,27,30,23,22,27,30,0.1,0.1,0.1,0.1
1520,0.121393,85,18,23,27,17,18,23,27,17,0.1,0.1,0.1,0.1
1521,0.149526,88,14,28,27,19,14,28,27,19,0.1,0.1,0.1,0.1
1522,0.138816,92,11,19,28,34,11,19,28,34,0.1,0.1,0.1,0.1
1523,0.123125,86,13,20,28,25,13,20,28,25,0.1,0.1,0.1,0.1
1524,0.138208,98,32,23,15,28,32,23,15,28,0.1,0.1,0.1,0.1
1525,0.125051,87,33,11,18,25,33,11,18,25,0.1,0.1,0.1,0.1
1526,0.121345,74,16,22,27,9,16,22,27,9,0.1,0.1,0.1,0.1
1527,0.137984,85,28,12,20,25,28,12,20,25,0.1,0.1,0.1,0.1
1528,0.107361,77,12,18,21,26,12,18,21,26,0.1,0.1,0.1,0.1
1529,0.108627,67,8,14,19,26,8,14,19,26,0.1,0.1,0.1,0.1
1530,0.154395,96,29,20,22,25,29,20,22,25,0.1,0.1,0.1,0.1
1531,0.146113,91,29,16,20,26,29,16,20,26,0.1,0.1,0.1,0.1
1532,0.109947,78,18,23,28,9,18,23,28,9,0.1,0.1,0.1,0.1
1533,0.175505,100,27,32,18,23,27,32,18,23,0.1,0.1,0.1,0.1
1534,0.116279,78,27,26,11,14,27,26,11,14,0.1,0.1,0.1,0.1
1535,0.119825,87,23,12,24,28,23,12,24,28,0.1,0.1,0.1,0.1
1536,0.117779,87,26,29,10,22,26,29,10,22,0.1,0.1,0.1,0.1
1537,0.164395,102,32,21,22,27,32,21,22,27,0.1,0.1,0.1,0.1
1538,0.134838,84,27,20,25,12,27,20,25,12,0.1,0.1,0.1,0.1
1539,0.160601,106,19,32,25,30,19,32,25,30,0.1,0.1,0.1,0.1
1540,0.172867,104,23,30,32,19,23,30,32,19,0.1,0.1,0.1,0.1
1541,0.148895,88,28,24,26,10,28,24,26,10,0.1,0.1,0.1,0.1
1542,0.132889,80,16,24,29,11,16,24,29,11,0.1,0.1,0.1,0.1
1543,0.155932,104,30,32,17,25,30,32,17,25,0.1,0.1,0.1,0.1
1544,0.113209,78,25,14,18,21,25,14,18,21,0.1,0.1,0.1,0.1
1545,0.138957,84,12,27,28,17,12,27,28,17,0.1,0.1,0.1,0.1
1546,0.142994,85,25,29,12,19,25,29,12,19,0.1,0.1,0.1,0.1
1547,0.142058,80,13,20,28,19,13,20,28,19,0.1,0.1,0.1,0.1
1548,0.143886,81,21,15,18,27,21,15,18,27,0.1,0.1,0.1,0.1
1549,0.156207,90,19,26,31,14,19,26,31,14,0.1,0.1,0.1,0.1
1550,0.15873,98,27,16,24,31,27,16,24,31,0.1,0.1,0.1,0.1
1551,0.129238,81,11,16,24,30,11,16,24,30,0.1,0.1,0.1,0.1
1552,0.156567,95,21,28,30,16,21,28,30,16,0.1,0.1,0.1,0.1
1553,0.167408,102,20,35,33,14,20,35,33,14,0.1,0.1,0.1,0.1
1554,0.148719,93,19,20,24,30,19,20,24,30,0.1,0.1,0.1,0.1
1555,0.120676,74,28,10,15,21,28,10,15,21,0.1,0.1,0.1,0.1
1556,0.143397,86,19,12,25,30,19,12,25,30,0.1,0.1,0.1,0.1
1557,0.145136,87,18,24,30,15,18,24,30,15,0.1,0.1,0.1,0.1
1558,0.121104,76,31,7,16,22,31,7,16,22,0.1,0.1,0.1,0.1
1559,0.150686,93,26,27,29,11,26,27,29,11,0.1,0.1,0.1,0.1
1560,0.12491,77,28,8,18,23,28,8,18,23,0.1,0.1,0.1,0.1
1561,0.134178,89,20,30,26,13,20,30,26,13,0.1,0.1,0.1,0.1
1562,0.130463,90,13,21,25,31,13,21,25,31,0.1,0.1,0.1,0.1
1563,0.132427,92,16,25,21,30,16,25,21,30,0.1,0.1,0.1,0.1
1564,0.134162,78,17,13,20,28,17,13,20,28,0.1,0.1,0.1,0.1
1565,0.139927,86,30,12,18,26,30,12,18,26,0.1,0.1,0.1,0.1
1566,0.161225,101,31,19,25,26,31,19,25,26,0.1,0.1,0.1,0.1
1567,0.129207,81,28,19,10,24,28,19,10,24,0.1,0.1,0.1,0.1
1568,0.162904,103,29,30,18,26,29,30,18,26,0.1,0.1,0.1,0.1
1569,0.130326,81,16,23,11,31,16,23,11,31,0.1,0.1,0.1,0.1
1570,0.127447,78,10,16,23,29,10,16,23,29,0.1,0.1,0.1,0.1
1571,0.142181,88,29,28,12,19,29,28,12,19,0.1,0.1,0.1,0.1
1572,0.130728,80,22,23,11,24,22,23,11,24,0.1,0.1,0.1,0.1
1573,0.159888,99,17,31,29,22,17,31,29,22,0.1,0.1,0.1,0.1
1574,0.118819,76,22,26,12,16,22,26,12,16,0.1,0.1,0.1,0.1
1575,0.128323,82,24,27,21,10,24,27,21,10,0.1,0.1,0.1,0.1
1576,0.131831,76,22,26,12,16,22,26,12,16,0.1,0.1,0.1,0.1
1577,0.115762,71,13,14,25,19,13,14,25,19,0.1,0.1,0.1,0.1
1578,0.139616,91,20,26,31,14,20,26,31,14,0.1,0.1,0.1,0.1
1579,0.162606,88,22,27,10,29,22,27,10,29,0.1,0.1,0.1,0.1
1580,0.15881,83,8,20,25,30,8,20,25,30,0.1,0.1,0.1,0.1
1581,0.127548,84,24,11,19,30,24,11,19,30,0.1,0.1,0.1,0.1
1582,0.122346,89,31,11,19,28,31,11,19,28,0.1,0.1,0.1,0.1
1583,0.116486,85,15,23,27,20,15,23,27,20,0.1,0.1,0.1,0.1
1584,0.116118,84,19,23,29,13,19,23,29,13,0.1,0.1,0.1,0.1
1585,0.112491,79,9,17,24,29,9,17,24,29,0.1,0.1,0.1,0.1
1586,0.123398,86,28,21,25,12,28,21,25,12,0.1,0.1,0.1,0.1
1587,0.123822,75,8,28,16,23,8,28,16,23,0.1,0.1,0.1,0.1
1588,0.135394,89,25,33,22,9,25,33,22,9,0.1,0.1,0.1,0.1
1589,0.106207,76,22,29,10,15,22,29,10,15,0.1,0.1,0.1,0.1
1590,0.109689,79,10,29,17,23,10,29,17,23,0.1,0.1,0.1,0.1
1591,0.123251,90,29,20,27,14,29,20,27,14,0.1,0.1,0.1,0.1
1592,0.145349,98,17,22,29,30,17,22,29,30,0.1,0.1,0.1,0.1
1593,0.105628,76,30,8,16,22,30,8,16,22,0.1,0.1,0.1,0.1
1594,0.11439,80,17,22,32,9,17,22,32,9,0.1,0.1,0.1,0.1
1595,0.109962,77,29,9,16,23,29,9,16,23,0.1,0.1,0.1,0.1
1596,0.134661,93,31,14,23,25,31,14,23,25,0.1,0.1,0.1,0.1
1597,0.140984,77,17,23,27,10,17,23,27,10,0.1,0.1,0.1,0.1
1598,0.13796,89,18,26,31,14,18,26,31,14,0.1,0.1,0.1,0.1
1599,0.11544,81,9,31,17,24,9,31,17,24,0.1,0.1,0.1,0.1
1600,0.13481,95,30,26,12,27,30,26,12,27,0.1,0.1,0.1,0.1
1601,0.112569,78,8,24,29,17,8,24,29,17,0.1,0.1,0.1,0.1
1602,0.147447,101,26,32,20,23,26,32,20,23,0.1,0.1,0.1,0.1
1603,0.130444,80,19,9,25,27,19,9,25,27,0.1,0.1,0.1,0.1
1604,0.156638,99,34,17,21,27,34,17,21,27,0.1,0.1,0.1,0.1
1605,0.120301,81,15,24,33,9,15,24,33,9,0.1,0.1,0.1,0.1
1606,0.137222,88,29,20,17,22,29,20,17,22,0.1,0.1,0.1,0.1
1607,0.130751,79,23,29,10,17,23,29,10,17,0.1,0.1,0.1,0.1
1608,0.148711,87,30,9,17,31,30,9,17,31,0.1,0.1,0.1,0.1
1609,0.133869,87,15,30,32,10,15,30,32,10,0.1,0.1,0.1,0.1
1610,0.150826,105,14,33,26,32,14,33,26,32,0.1,0.1,0.1,0.1
1611,0.122375,82,11,17,23,31,11,17,23,31,0.1,0.1,0.1,0.1
1612,0.130465,82,14,19,23,26,14,19,23,26,0.1,0.1,0.1,0.1
1613,0.134487,74,16,22,27,9,16,22,27,9,0.1,0.1,0.1,0.1
1614,0.146587,97,28,31,23,15,28,31,23,15,0.1,0.1,0.1,0.1
1615,0.138649,87,14,23,30,20,14,23,30,20,0.1,0.1,0.1,0.1
1616,0.124221,79,9,22,31,17,9,22,31,17,0.1,0.1,0.1,0.1
1617,0.148855,92,18,27,34,13,18,27,34,13,0.1,0.1,0.1,0.1
1618,0.141238,86,12,18,24,32,12,18,24,32,0.1,0.1,0.1,0.1
1619,0.144672,85,31,19,12,23,31,19,12,23,0.1,0.1,0.1,0.1
1620,0.146733,86,29,16,17,24,29,16,17,24,0.1,0.1,0.1,0.1
1621,0.132018,77,23,9,30,15,23,9,30,15,0.1,0.1,0.1,0.1
1622,0.144456,82,17,8,26,31,17,8,26,31,0.1,0.1,0.1,0.1
1623,0.114568,78,22,29,10,17,22,29,10,17,0.1,0.1,0.1,0.1
1624,0.143412,100,30,18,23,29,30,18,23,29,0.1,0.1,0.1,0.1
1625,0.175415,105,25,28,29,23,25,28,29,23,0.1,0.1,0.1,0.1
1626,0.120771,77,11,16,22,28,11,16,22,28,0.1,0.1,0.1,0.1
1627,0.113696,79,28,11,19,21,28,11,19,21,0.1,0.1,0.1,0.1
1628,0.134903,85,20,26,27,12,20,26,27,12,0.1,0.1,0.1,0.1
1629,0.120812,79,29,18,22,10,29,18,22,10,0.1,0.1,0.1,0.1
1630,0.156204,91,10,25,33,23,10,25,33,23,0.1,0.1,0.1,0.1
1631,0.148885,92,20,27,29,16,20,27,29,16,0.1,0.1,0.1,0.1
1632,0.130911,79,22,25,13,19,22,25,13,19,0.1,0.1,0.1,0.1
