episode,ep_length,ep_env_return
1336,89.0,2.0
1337,89.0,1.0
1338,79.0,2.0
1339,85.0,0.0
1340,81.0,0.0
1340,,
1341,69.0,1.0
1342,71.0,0.0
1343,85.0,0.0
1344,85.0,2.0
1345,76.0,0.0
1346,83.0,1.0
1347,83.0,2.0
1348,76.0,1.0
1349,83.0,2.0
1350,77.0,3.0
1351,77.0,0.0
1352,89.0,0.0
1353,82.0,2.0
1354,70.0,0.0
1355,81.0,3.0
1356,82.0,1.0
1357,77.0,2.0
1358,92.0,3.0
1359,92.0,3.0
1360,79.0,1.0
1360,,
1361,72.0,3.0
1362,67.0,3.0
1363,79.0,3.0
1364,73.0,2.0
1365,75.0,3.0
1366,64.0,1.0
1367,75.0,1.0
1368,71.0,3.0
1369,78.0,3.0
1370,69.0,0.0
1371,78.0,0.0
1372,69.0,3.0
1373,80.0,2.0
1374,80.0,1.0
1375,83.0,2.0
1376,58.0,1.0
1377,79.0,2.0
1378,70.0,2.0
1379,77.0,1.0
1380,79.0,1.0
1380,,
1381,78.0,3.0
1382,77.0,2.0
1383,93.0,1.0
1384,82.0,2.0
1385,76.0,1.0
1386,88.0,1.0
1387,80.0,3.0
1388,94.0,1.0
1389,70.0,2.0
1390,81.0,2.0
1391,87.0,1.0
1392,75.0,3.0
1393,79.0,1.0
1394,68.0,0.0
1395,82.0,0.0
1396,68.0,3.0
1397,74.0,2.0
1398,85.0,1.0
1399,76.0,3.0
1400,73.0,0.0
1400,,
1401,82.0,3.0
1402,71.0,0.0
1403,78.0,0.0
1404,67.0,0.0
1405,81.0,2.0
1406,70.0,0.0
1407,92.0,1.0
1408,95.0,2.0
1409,81.0,2.0
1410,97.0,3.0
1411,67.0,0.0
1412,92.0,1.0
1413,85.0,3.0
1414,71.0,3.0
1415,74.0,3.0
1416,71.0,1.0
1417,76.0,2.0
1418,79.0,3.0
1419,80.0,2.0
1420,84.0,3.0
1420,,
1421,76.0,0.0
1422,81.0,0.0
1423,72.0,3.0
1424,78.0,2.0
1425,86.0,0.0
1426,77.0,1.0
1427,70.0,1.0
1428,68.0,3.0
1429,88.0,3.0
1430,87.0,2.0
1431,79.0,0.0
1432,93.0,1.0
1433,83.0,3.0
1434,74.0,2.0
1435,89.0,1.0
1436,75.0,2.0
1437,87.0,2.0
1438,81.0,3.0
1439,85.0,2.0
1440,70.0,1.0
1440,,
1441,92.0,1.0
1442,79.0,2.0
1443,91.0,1.0
1444,85.0,1.0
1445,82.0,0.0
1446,77.0,1.0
1447,86.0,2.0
1448,84.0,0.0
1449,73.0,1.0
1450,86.0,0.0
1451,69.0,3.0
1452,86.0,0.0
1453,72.0,3.0
1454,81.0,3.0
1455,83.0,2.0
1456,81.0,1.0
1457,82.0,2.0
1458,77.0,0.0
1459,85.0,0.0
1460,77.0,0.0
1460,,
1461,76.0,3.0
1462,81.0,1.0
1463,77.0,0.0
1464,68.0,1.0
1465,85.0,2.0
1466,75.0,2.0
1467,79.0,0.0
1468,92.0,1.0
1469,91.0,3.0
1470,80.0,3.0
1471,83.0,3.0
1472,98.0,0.0
1473,87.0,0.0
1474,84.0,3.0
1475,76.0,3.0
1476,81.0,2.0
1477,88.0,0.0
1478,88.0,2.0
1479,72.0,3.0
1480,73.0,0.0
1480,,
1481,76.0,2.0
1482,77.0,3.0
1483,91.0,1.0
1484,75.0,2.0
1485,77.0,1.0
1486,92.0,0.0
1487,87.0,3.0
1488,96.0,2.0
1489,78.0,0.0
1490,71.0,3.0
1491,78.0,1.0
1492,79.0,3.0
1493,86.0,1.0
1494,78.0,2.0
1495,90.0,2.0
1496,65.0,0.0
1497,97.0,3.0
1498,80.0,1.0
1499,64.0,3.0
1500,91.0,1.0
1500,,
1501,84.0,1.0
1502,71.0,2.0
1503,73.0,0.0
1504,90.0,3.0
1505,84.0,2.0
1506,70.0,0.0
1507,72.0,0.0
1508,82.0,1.0
1509,71.0,2.0
1510,79.0,1.0
1511,81.0,3.0
1512,77.0,2.0
1513,79.0,2.0
1514,71.0,0.0
1515,87.0,2.0
1516,92.0,0.0
1517,72.0,2.0
1518,82.0,1.0
1519,71.0,2.0
1520,90.0,2.0
1520,,
1521,85.0,3.0
1522,91.0,0.0
1523,71.0,0.0
1524,76.0,0.0
1525,86.0,1.0
1526,85.0,2.0
1527,83.0,2.0
1528,70.0,1.0
1529,82.0,1.0
1530,84.0,3.0
1531,70.0,3.0
1532,75.0,1.0
1533,86.0,1.0
1534,70.0,1.0
1535,73.0,2.0
1536,78.0,1.0
1537,80.0,3.0
1538,81.0,2.0
1539,75.0,3.0
1540,85.0,1.0
1540,,
1541,79.0,2.0
1542,70.0,1.0
1543,73.0,2.0
1544,89.0,3.0
1545,80.0,1.0
1546,77.0,3.0
1547,70.0,3.0
1548,62.0,1.0
1549,72.0,2.0
1550,80.0,3.0
1551,80.0,3.0
1552,79.0,0.0
1553,73.0,1.0
1554,71.0,2.0
1555,78.0,2.0
1556,66.0,0.0
1557,65.0,2.0
1558,79.0,2.0
1559,85.0,2.0
1560,70.0,1.0
1560,,
1561,75.0,2.0
1562,77.0,0.0
1563,76.0,2.0
1564,75.0,0.0
1565,83.0,3.0
1566,77.0,1.0
1567,87.0,0.0
1568,80.0,0.0
1569,75.0,2.0
1570,74.0,0.0
1571,69.0,2.0
1572,75.0,1.0
1573,89.0,2.0
1574,72.0,0.0
1575,85.0,3.0
1576,72.0,3.0
1577,75.0,3.0
1578,91.0,2.0
1579,79.0,3.0
1580,80.0,0.0
1580,,
1581,62.0,3.0
1582,84.0,3.0
1583,83.0,0.0
1584,77.0,2.0
1585,86.0,0.0
1586,87.0,0.0
1587,70.0,1.0
1588,80.0,0.0
1589,74.0,1.0
1590,83.0,1.0
1591,61.0,2.0
1592,72.0,1.0
1593,82.0,0.0
1594,86.0,1.0
1595,73.0,2.0
1596,73.0,0.0
1597,76.0,3.0
1598,76.0,2.0
1599,89.0,2.0
1600,80.0,1.0
1600,,
1601,76.0,3.0
1602,71.0,2.0
1603,82.0,2.0
1604,63.0,1.0
1605,74.0,3.0
1606,85.0,2.0
1607,66.0,0.0
1608,72.0,0.0
1609,74.0,0.0
1610,83.0,2.0
1611,75.0,2.0
1612,86.0,3.0
1613,89.0,1.0
1614,74.0,1.0
1615,77.0,0.0
1616,77.0,2.0
1617,65.0,3.0
1618,82.0,1.0
1619,69.0,2.0
1620,81.0,1.0
1620,,
1621,80.0,2.0
1622,83.0,3.0
1623,80.0,0.0
1624,86.0,3.0
1625,79.0,2.0
1626,84.0,3.0
1627,72.0,3.0
1628,80.0,1.0
1629,76.0,0.0
1630,75.0,0.0
1631,81.0,0.0
1632,79.0,3.0
1633,77.0,0.0
1634,78.0,3.0
1635,83.0,2.0
1636,85.0,0.0
1637,78.0,0.0
1638,79.0,2.0
1639,79.0,0.0
1640,81.0,1.0
1640,,
1641,74.0,2.0
1642,82.0,2.0
1643,81.0,1.0
1644,77.0,1.0
1645,79.0,1.0
1646,72.0,0.0
1647,77.0,3.0
1648,72.0,1.0
1649,82.0,2.0
1650,82.0,3.0
1651,77.0,1.0
1652,83.0,1.0
1653,75.0,2.0
1654,82.0,1.0
1655,77.0,0.0
1656,79.0,2.0
1657,58.0,2.0
1658,73.0,1.0
1659,75.0,2.0
1660,72.0,3.0
1660,,
1661,64.0,3.0
1662,95.0,1.0
1663,69.0,0.0
1664,85.0,0.0
1665,74.0,1.0
1666,68.0,1.0
1667,77.0,1.0
1668,75.0,1.0
1669,83.0,3.0
1670,65.0,1.0
1671,78.0,2.0
1672,78.0,2.0
1673,82.0,1.0
1674,85.0,0.0
1675,76.0,1.0
1676,75.0,1.0
1677,90.0,0.0
1678,78.0,1.0
1679,80.0,0.0
1680,77.0,1.0
1680,,
1681,81.0,0.0
1682,85.0,0.0
1683,77.0,0.0
1684,75.0,2.0
1685,82.0,0.0
1686,75.0,0.0
1687,74.0,2.0
1688,80.0,0.0
1689,69.0,1.0
1690,71.0,3.0
1691,87.0,3.0
1692,88.0,1.0
1693,73.0,3.0
1694,75.0,0.0
1695,81.0,1.0
1696,77.0,1.0
1697,77.0,1.0
1698,76.0,0.0
1699,63.0,3.0
1700,76.0,0.0
1700,,
1701,75.0,1.0
1702,73.0,2.0
1703,70.0,0.0
1704,81.0,0.0
1705,75.0,3.0
1706,83.0,2.0
1707,82.0,2.0
1708,86.0,3.0
1709,72.0,3.0
1710,78.0,0.0
1711,76.0,3.0
1712,88.0,2.0
1713,75.0,2.0
1714,89.0,1.0
1715,77.0,2.0
1716,76.0,3.0
1717,79.0,2.0
1718,79.0,1.0
1719,72.0,3.0
1720,76.0,3.0
1720,,
1721,74.0,1.0
1722,73.0,1.0
1723,80.0,2.0
1724,78.0,1.0
1725,80.0,2.0
1726,75.0,2.0
1727,81.0,3.0
1728,80.0,3.0
1729,62.0,0.0
1730,78.0,0.0
1731,78.0,3.0
1732,81.0,1.0
1733,79.0,0.0
1734,82.0,0.0
1735,79.0,0.0
1736,73.0,1.0
1737,79.0,0.0
1738,89.0,1.0
1739,84.0,1.0
1740,76.0,3.0
1740,,
1741,66.0,2.0
1742,75.0,3.0
1743,73.0,0.0
1744,92.0,0.0
1745,70.0,0.0
1746,77.0,3.0
1747,80.0,3.0
1748,86.0,3.0
1749,91.0,2.0
1750,76.0,2.0
1751,82.0,3.0
1752,99.0,2.0
1753,74.0,1.0
1754,69.0,3.0
1755,83.0,2.0
1756,84.0,1.0
1757,73.0,3.0
1758,68.0,3.0
1759,89.0,3.0
1760,75.0,0.0
1760,,
1761,83.0,1.0
1762,73.0,0.0
1763,69.0,3.0
1764,79.0,2.0
1765,81.0,2.0
1766,91.0,2.0
1767,86.0,1.0
1768,75.0,2.0
1769,81.0,0.0
1770,77.0,3.0
1771,73.0,2.0
1772,82.0,1.0
1773,79.0,2.0
1774,87.0,1.0
1775,72.0,3.0
1776,87.0,0.0
1777,75.0,0.0
1778,77.0,3.0
1779,79.0,3.0
1780,81.0,0.0
1780,,
1781,76.0,1.0
1782,71.0,3.0
1783,75.0,1.0
1784,86.0,2.0
1785,82.0,3.0
1786,77.0,3.0
1787,75.0,0.0
1788,85.0,2.0
1789,79.0,3.0
1790,90.0,2.0
1791,82.0,3.0
1792,79.0,3.0
1793,84.0,0.0
1794,70.0,3.0
1795,84.0,2.0
1796,84.0,1.0
1797,70.0,0.0
1798,82.0,1.0
1799,72.0,1.0
1800,75.0,1.0
1800,,
1801,70.0,2.0
1802,77.0,1.0
1803,68.0,3.0
1804,85.0,3.0
1805,80.0,0.0
1806,72.0,3.0
1807,92.0,1.0
1808,80.0,3.0
1809,79.0,0.0
1810,77.0,0.0
1811,73.0,1.0
1812,75.0,3.0
1813,81.0,2.0
1814,100.0,2.0
1815,82.0,3.0
1816,78.0,3.0
1817,78.0,1.0
1818,74.0,0.0
1819,91.0,2.0
1820,83.0,1.0
1820,,
1821,77.0,3.0
1822,79.0,0.0
1823,60.0,1.0
1824,80.0,1.0
1825,87.0,3.0
1826,67.0,2.0
1827,78.0,3.0
1828,84.0,1.0
1829,82.0,2.0
1830,81.0,1.0
1831,85.0,0.0
1832,79.0,1.0
1833,74.0,2.0
1834,81.0,2.0
1835,79.0,1.0
1836,77.0,0.0
1837,69.0,3.0
1838,76.0,0.0
1839,76.0,0.0
1840,83.0,0.0
1840,,
1841,80.0,0.0
1842,88.0,0.0
1843,86.0,1.0
1844,74.0,1.0
1845,73.0,2.0
1846,74.0,2.0
1847,82.0,1.0
1848,87.0,1.0
1849,70.0,0.0
1850,83.0,2.0
1851,69.0,0.0
1852,73.0,2.0
1853,84.0,0.0
1854,76.0,2.0
1855,62.0,3.0
1856,86.0,1.0
1857,70.0,0.0
1858,80.0,2.0
1859,72.0,0.0
1860,84.0,1.0
1860,,
1861,73.0,1.0
1862,77.0,0.0
1863,72.0,0.0
1864,66.0,0.0
1865,81.0,2.0
1866,78.0,3.0
1867,83.0,2.0
1868,82.0,0.0
1869,77.0,2.0
1870,69.0,3.0
1871,80.0,0.0
1872,76.0,0.0
1873,79.0,2.0
1874,82.0,1.0
1875,71.0,1.0
1876,75.0,1.0
1877,73.0,0.0
1878,83.0,0.0
1879,74.0,0.0
1880,71.0,1.0
1880,,
1881,77.0,0.0
1882,77.0,2.0
1883,67.0,1.0
1884,80.0,0.0
1885,64.0,3.0
1886,80.0,3.0
1887,71.0,3.0
1888,73.0,0.0
1889,63.0,1.0
1890,71.0,1.0
1891,77.0,0.0
1892,78.0,2.0
1893,73.0,1.0
1894,85.0,1.0
1895,72.0,3.0
1896,79.0,0.0
1897,92.0,3.0
1898,71.0,1.0
1899,85.0,1.0
1900,76.0,0.0
1900,,
1901,80.0,2.0
1902,74.0,2.0
1903,69.0,1.0
1904,80.0,1.0
1905,74.0,3.0
1906,72.0,0.0
1907,84.0,0.0
1908,78.0,1.0
1909,75.0,1.0
1910,77.0,1.0
1911,80.0,1.0
1912,83.0,0.0
1913,83.0,0.0
1914,82.0,2.0
1915,76.0,3.0
1916,83.0,2.0
1917,70.0,1.0
1918,77.0,1.0
1919,78.0,0.0
1920,93.0,2.0
1920,,
1921,93.0,1.0
1922,86.0,1.0
1923,72.0,3.0
1924,90.0,0.0
1925,83.0,1.0
1926,77.0,0.0
1927,71.0,2.0
1928,75.0,1.0
1929,73.0,2.0
1930,68.0,0.0
1931,77.0,0.0
1932,71.0,0.0
1933,81.0,1.0
1934,74.0,2.0
1935,75.0,1.0
1936,74.0,2.0
1937,76.0,0.0
1938,84.0,3.0
1939,74.0,3.0
1940,80.0,2.0
1940,,
1941,72.0,2.0
1942,79.0,3.0
1943,70.0,1.0
1944,79.0,1.0
1945,75.0,1.0
1946,91.0,2.0
1947,82.0,2.0
1948,73.0,0.0
1949,82.0,2.0
1950,77.0,1.0
1951,73.0,1.0
1952,77.0,1.0
1953,72.0,2.0
1954,78.0,3.0
1955,77.0,2.0
1956,82.0,3.0
1957,82.0,1.0
1958,76.0,1.0
1959,92.0,3.0
1960,85.0,3.0
1960,,
1961,76.0,0.0
1962,77.0,3.0
1963,80.0,3.0
1964,64.0,1.0
1965,83.0,2.0
1966,82.0,1.0
1967,85.0,1.0
1968,78.0,0.0
1969,77.0,2.0
1970,83.0,2.0
1971,70.0,0.0
1972,82.0,3.0
1973,82.0,0.0
1974,83.0,1.0
1975,81.0,3.0
1976,86.0,1.0
1977,78.0,3.0
1978,77.0,2.0
1979,90.0,0.0
1980,76.0,2.0
1980,,
1981,80.0,2.0
1982,78.0,1.0
1983,75.0,2.0
1984,82.0,0.0
1985,76.0,0.0
1986,76.0,1.0
1987,72.0,1.0
1988,87.0,3.0
1989,71.0,0.0
1990,74.0,3.0
1991,66.0,3.0
1992,72.0,1.0
1993,78.0,0.0
1994,70.0,0.0
1995,67.0,0.0
1996,75.0,2.0
1997,91.0,3.0
1998,71.0,1.0
1999,80.0,0.0
2000,86.0,0.0
2000,,
2001,84.0,0.0
2002,84.0,2.0
2003,79.0,1.0
2004,80.0,2.0
2005,73.0,1.0
2006,92.0,1.0
2007,76.0,0.0
2008,90.0,2.0
2009,79.0,1.0
2010,94.0,0.0
2011,72.0,3.0
2012,78.0,0.0
2013,70.0,0.0
2014,81.0,1.0
2015,76.0,1.0
2016,76.0,3.0
2017,81.0,1.0
2018,76.0,1.0
2019,79.0,2.0
2020,78.0,1.0
2020,,
2021,66.0,2.0
2022,72.0,2.0
2023,82.0,1.0
2024,74.0,2.0
2025,79.0,2.0
2026,80.0,2.0
2027,76.0,0.0
2028,81.0,1.0
2029,73.0,1.0
2030,91.0,0.0
2031,80.0,1.0
2032,89.0,1.0
2033,79.0,2.0
2034,85.0,0.0
2035,78.0,0.0
2036,76.0,3.0
2037,73.0,0.0
2038,85.0,2.0
2039,85.0,3.0
2040,89.0,3.0
2040,,
2041,90.0,2.0
2042,79.0,0.0
2043,85.0,1.0
2044,77.0,2.0
2045,72.0,3.0
2046,81.0,1.0
2047,80.0,3.0
2048,75.0,0.0
2049,92.0,2.0
2050,80.0,1.0
2051,76.0,1.0
2052,84.0,0.0
2053,74.0,2.0
2054,88.0,0.0
2055,68.0,2.0
2056,87.0,2.0
2057,82.0,3.0
2058,75.0,2.0
2059,79.0,1.0
2060,79.0,0.0
2060,,
2061,87.0,1.0
2062,69.0,2.0
2063,82.0,0.0
2064,80.0,1.0
2065,82.0,0.0
2066,85.0,2.0
2067,84.0,1.0
2068,80.0,1.0
2069,71.0,1.0
2070,91.0,2.0
2071,86.0,2.0
2072,80.0,2.0
2073,76.0,2.0
2074,78.0,3.0
2075,67.0,3.0
2076,72.0,1.0
2077,83.0,2.0
2078,81.0,2.0
2079,80.0,0.0
2080,79.0,3.0
2080,,
2081,73.0,0.0
2082,75.0,1.0
2083,69.0,2.0
2084,89.0,2.0
2085,82.0,2.0
2086,77.0,0.0
2087,88.0,0.0
2088,72.0,1.0
2089,95.0,0.0
2090,82.0,2.0
2091,83.0,1.0
2092,81.0,0.0
2093,85.0,3.0
2094,75.0,0.0
2095,71.0,1.0
2096,86.0,2.0
2097,84.0,1.0
2098,64.0,0.0
2099,64.0,0.0
2100,77.0,2.0
2100,,
2101,81.0,1.0
2102,73.0,0.0
2103,76.0,1.0
2104,75.0,0.0
2105,70.0,3.0
2106,72.0,2.0
2107,82.0,3.0
2108,76.0,1.0
2109,79.0,3.0
2110,85.0,0.0
2111,85.0,3.0
2112,77.0,3.0
2113,75.0,1.0
2114,75.0,2.0
2115,87.0,2.0
2116,66.0,2.0
2117,75.0,2.0
2118,80.0,2.0
2119,84.0,0.0
2120,80.0,0.0
2120,,
2121,72.0,1.0
2122,71.0,3.0
2123,79.0,0.0
2124,90.0,2.0
2125,71.0,2.0
2126,77.0,1.0
2127,87.0,3.0
2128,86.0,3.0
2129,68.0,1.0
2130,74.0,3.0
2131,87.0,3.0
2132,88.0,1.0
2133,69.0,2.0
2134,65.0,3.0
2135,87.0,0.0
2136,98.0,0.0
2137,82.0,3.0
2138,87.0,1.0
2139,87.0,3.0
2140,77.0,2.0
2140,,
2141,76.0,0.0
2142,73.0,0.0
2143,73.0,0.0
2144,90.0,1.0
2145,75.0,3.0
2146,72.0,2.0
2147,68.0,1.0
2148,81.0,1.0
2149,93.0,3.0
2150,77.0,2.0
2151,88.0,0.0
2152,70.0,0.0
2153,69.0,3.0
2154,86.0,0.0
2155,80.0,3.0
2156,70.0,0.0
2157,76.0,2.0
2158,75.0,1.0
2159,76.0,3.0
2160,79.0,0.0
2160,,
2161,78.0,0.0
2162,72.0,0.0
2163,85.0,1.0
2164,80.0,0.0
2165,88.0,2.0
2166,89.0,1.0
2167,86.0,1.0
2168,76.0,2.0
2169,89.0,2.0
2170,72.0,0.0
2171,100.0,1.0
2172,79.0,2.0
2173,78.0,3.0
2174,73.0,1.0
2175,73.0,3.0
2176,84.0,0.0
2177,70.0,0.0
2178,75.0,0.0
2179,73.0,3.0
2180,84.0,2.0
2180,,
2181,82.0,2.0
2182,65.0,2.0
2183,81.0,2.0
2184,77.0,3.0
2185,83.0,2.0
2186,78.0,3.0
2187,81.0,2.0
2188,76.0,2.0
2189,78.0,1.0
2190,81.0,3.0
2191,80.0,0.0
2192,66.0,0.0
2193,78.0,3.0
2194,79.0,2.0
2195,72.0,0.0
2196,76.0,3.0
2197,85.0,3.0
2198,73.0,2.0
2199,76.0,0.0
2200,71.0,3.0
2200,,
2201,75.0,0.0
2202,80.0,2.0
2203,78.0,3.0
2204,66.0,0.0
2205,82.0,3.0
2206,93.0,0.0
2207,86.0,1.0
2208,76.0,1.0
2209,88.0,3.0
2210,74.0,0.0
2211,91.0,0.0
2212,73.0,2.0
2213,76.0,0.0
2214,80.0,2.0
2215,84.0,3.0
2216,69.0,2.0
2217,70.0,2.0
2218,88.0,0.0
2219,75.0,2.0
2220,79.0,2.0
2220,,
2221,74.0,0.0
2222,74.0,0.0
2223,96.0,0.0
2224,72.0,2.0
2225,80.0,2.0
2226,80.0,2.0
2227,81.0,3.0
2228,70.0,1.0
2229,80.0,2.0
2230,80.0,0.0
2231,81.0,3.0
2232,75.0,3.0
2233,84.0,3.0
2234,86.0,1.0
2235,85.0,3.0
2236,81.0,0.0
2237,69.0,3.0
2238,80.0,0.0
2239,75.0,2.0
2240,83.0,2.0
2240,,
2241,68.0,2.0
2242,80.0,0.0
2243,74.0,2.0
2244,79.0,3.0
2245,80.0,3.0
2246,83.0,0.0
2247,80.0,1.0
2248,84.0,3.0
2249,72.0,3.0
2250,71.0,1.0
2251,66.0,3.0
2252,72.0,0.0
2253,74.0,3.0
2254,83.0,0.0
2255,79.0,0.0
2256,65.0,2.0
2257,80.0,1.0
2258,81.0,1.0
2259,79.0,3.0
2260,83.0,0.0
2260,,
2261,82.0,1.0
2262,79.0,0.0
2263,81.0,2.0
2264,70.0,3.0
2265,82.0,3.0
2266,83.0,3.0
2267,80.0,1.0
2268,83.0,1.0
2269,74.0,3.0
2270,76.0,0.0
2271,73.0,1.0
2272,73.0,2.0
2273,81.0,2.0
2274,76.0,2.0
2275,87.0,1.0
2276,74.0,3.0
2277,70.0,2.0
2278,73.0,2.0
2279,67.0,1.0
2280,76.0,3.0
2280,,
2281,79.0,0.0
2282,81.0,1.0
2283,90.0,0.0
2284,83.0,3.0
2285,75.0,2.0
2286,78.0,0.0
2287,79.0,0.0
2288,93.0,3.0
2289,77.0,2.0
2290,78.0,1.0
2291,73.0,3.0
2292,73.0,2.0
2293,73.0,3.0
2294,89.0,3.0
2295,72.0,3.0
2296,78.0,1.0
2297,64.0,2.0
2298,77.0,1.0
2299,79.0,0.0
2300,73.0,0.0
2300,,
2301,74.0,3.0
2302,77.0,2.0
2303,76.0,2.0
2304,84.0,1.0
2305,78.0,2.0
2306,84.0,1.0
2307,91.0,2.0
2308,85.0,2.0
2309,78.0,2.0
2310,60.0,2.0
2311,71.0,3.0
2312,82.0,0.0
2313,76.0,1.0
2314,74.0,0.0
2315,77.0,1.0
2316,77.0,3.0
2317,74.0,2.0
2318,83.0,2.0
2319,69.0,1.0
2320,80.0,3.0
2320,,
2321,71.0,2.0
2322,67.0,2.0
2323,78.0,1.0
2324,76.0,3.0
2325,69.0,3.0
2326,73.0,0.0
2327,80.0,1.0
2328,71.0,2.0
2329,82.0,2.0
2330,69.0,1.0
2331,77.0,1.0
2332,86.0,3.0
2333,90.0,0.0
2334,71.0,3.0
2335,80.0,2.0
2336,77.0,1.0
2337,73.0,2.0
2338,77.0,0.0
2339,84.0,0.0
2340,85.0,0.0
2340,,
2341,77.0,3.0
2342,72.0,2.0
2343,74.0,2.0
2344,75.0,2.0
2345,77.0,1.0
2346,64.0,0.0
2347,84.0,2.0
2348,91.0,2.0
2349,76.0,1.0
2350,82.0,2.0
2351,88.0,2.0
2352,75.0,0.0
2353,75.0,1.0
2354,84.0,0.0
2355,78.0,2.0
2356,72.0,3.0
2357,78.0,0.0
2358,72.0,0.0
2359,71.0,2.0
2360,96.0,0.0
2360,,
2361,72.0,1.0
2362,78.0,1.0
2363,69.0,2.0
2364,86.0,0.0
2365,81.0,3.0
2366,82.0,0.0
2367,68.0,1.0
2368,87.0,0.0
2369,95.0,2.0
2370,73.0,3.0
2371,78.0,3.0
2372,70.0,3.0
2373,80.0,3.0
2374,89.0,0.0
2375,75.0,2.0
2376,83.0,1.0
2377,79.0,3.0
2378,82.0,3.0
2379,72.0,3.0
2380,69.0,3.0
2380,,
2381,79.0,0.0
2382,80.0,1.0
2383,86.0,1.0
2384,83.0,1.0
2385,72.0,3.0
2386,81.0,0.0
2387,76.0,0.0
2388,84.0,0.0
2389,78.0,1.0
2390,79.0,2.0
2391,64.0,2.0
2392,82.0,2.0
2393,77.0,0.0
2394,62.0,0.0
2395,83.0,1.0
2396,79.0,3.0
2397,86.0,3.0
2398,81.0,2.0
2399,86.0,3.0
2400,86.0,1.0
2400,,
2401,88.0,2.0
2402,80.0,0.0
2403,84.0,2.0
2404,58.0,2.0
2405,92.0,2.0
2406,81.0,1.0
2407,79.0,0.0
2408,81.0,1.0
2409,81.0,1.0
2410,76.0,1.0
2411,74.0,2.0
2412,82.0,2.0
2413,86.0,2.0
2414,85.0,2.0
2415,70.0,3.0
2416,85.0,2.0
2417,82.0,0.0
2418,84.0,3.0
2419,82.0,1.0
2420,87.0,1.0
2420,,
2421,90.0,0.0
2422,71.0,1.0
2423,79.0,3.0
2424,77.0,1.0
2425,85.0,2.0
2426,77.0,3.0
2427,77.0,2.0
2428,83.0,1.0
2429,76.0,3.0
2430,69.0,1.0
2431,78.0,1.0
2432,86.0,0.0
2433,74.0,1.0
2434,74.0,2.0
2435,80.0,1.0
2436,85.0,2.0
2437,79.0,3.0
2438,91.0,1.0
2439,85.0,3.0
2440,79.0,3.0
2440,,
2441,75.0,1.0
2442,80.0,1.0
2443,82.0,0.0
2444,76.0,1.0
2445,79.0,3.0
2446,81.0,1.0
2447,84.0,1.0
2448,74.0,0.0
2449,87.0,3.0
2450,75.0,2.0
2451,67.0,1.0
2452,71.0,1.0
2453,80.0,0.0
2454,82.0,3.0
2455,75.0,1.0
2456,86.0,0.0
2457,82.0,2.0
2458,73.0,2.0
2459,76.0,1.0
2460,69.0,2.0
2460,,
2461,83.0,0.0
2462,71.0,1.0
2463,81.0,3.0
2464,75.0,3.0
2465,85.0,0.0
2466,81.0,1.0
2467,70.0,0.0
2468,72.0,1.0
2469,74.0,0.0
2470,78.0,3.0
2471,86.0,2.0
2472,79.0,1.0
2473,72.0,3.0
2474,73.0,3.0
2475,84.0,0.0
2476,80.0,3.0
2477,99.0,2.0
2478,74.0,3.0
2479,65.0,1.0
2480,73.0,0.0
2480,,
2481,73.0,2.0
2482,81.0,3.0
2483,72.0,1.0
2484,70.0,1.0
2485,81.0,0.0
2486,85.0,3.0
2487,83.0,3.0
2488,66.0,1.0
2489,66.0,1.0
2490,79.0,2.0
2491,84.0,3.0
2492,70.0,2.0
2493,77.0,3.0
2494,83.0,0.0
2495,70.0,1.0
2496,92.0,3.0
2497,82.0,2.0
2498,76.0,0.0
2499,76.0,2.0
2500,83.0,0.0
2500,,
2501,72.0,0.0
2502,88.0,1.0
2503,85.0,2.0
2504,80.0,2.0
2505,70.0,0.0
2506,82.0,0.0
2507,79.0,1.0
2508,61.0,0.0
2509,73.0,1.0
2510,90.0,2.0
2511,89.0,3.0
2512,77.0,2.0
2513,78.0,3.0
2514,90.0,0.0
2515,73.0,3.0
2516,84.0,0.0
2517,74.0,0.0
2518,71.0,3.0
2519,83.0,0.0
2520,85.0,1.0
2520,,
2521,68.0,3.0
2522,76.0,0.0
2523,76.0,3.0
2524,72.0,0.0
2525,58.0,3.0
2526,68.0,0.0
2527,78.0,1.0
2528,89.0,1.0
2529,79.0,1.0
2530,73.0,0.0
2531,72.0,0.0
2532,80.0,1.0
2533,76.0,1.0
2534,79.0,2.0
2535,93.0,0.0
2536,78.0,1.0
2537,84.0,1.0
2538,72.0,0.0
2539,77.0,1.0
2540,86.0,0.0
2540,,
2541,73.0,3.0
2542,80.0,1.0
2543,68.0,2.0
2544,76.0,2.0
2545,84.0,2.0
2546,86.0,3.0
2547,84.0,1.0
2548,82.0,2.0
2549,92.0,2.0
2550,75.0,2.0
2551,85.0,3.0
2552,71.0,3.0
2553,76.0,1.0
2554,78.0,3.0
2555,78.0,2.0
2556,69.0,2.0
2557,69.0,3.0
2558,77.0,2.0
2559,85.0,2.0
2560,68.0,2.0
2560,,
2561,84.0,3.0
2562,81.0,1.0
2563,70.0,2.0
2564,71.0,3.0
2565,81.0,2.0
2566,86.0,3.0
2567,79.0,0.0
2568,71.0,3.0
2569,82.0,0.0
2570,83.0,0.0
2571,83.0,0.0
2572,93.0,3.0
2573,83.0,3.0
2574,77.0,2.0
2575,73.0,1.0
2576,81.0,0.0
2577,77.0,3.0
2578,82.0,3.0
